map,state,old_district_id,new_district_id,analysis_district_source,matched_new_district_id,candidate_running_district_id,ballotpedia_status,election_phase,candidate_source_url,house_winner,house_winner_party,incumbent,old_presidential_winner,new_presidential_winner,split_ticket_type,old_harris_margin_pts,new_harris_margin_pts,harris_margin_shift_pts,old_incumbent_party_margin_pts,new_incumbent_party_margin_pts,incumbent_party_margin_shift_pts,redistricting_made_seat_harder,old_presidential_lean_against_house_winner,new_presidential_lean_against_house_winner,old_district_retained_share,new_district_from_old_share
"After redistricting, with Alabama change",LA,LA-5,LA-5,Ballotpedia status is did_not_make_ballot; using population-matched successor,LA-5,NA,did_not_make_ballot,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Louisiana,_2026",JULIA LETLOW,R,Julia Letlow,Trump,Trump,Same party won president and House,-36.26879952160263,-33.96740315996136,2.301396361641274,36.26879952160263,33.96740315996136,-2.301396361641274,TRUE,FALSE,FALSE,0.5676819724714506,0.5676819724714506
"After redistricting, with Alabama change",TX,TX-10,TX-10,No Ballotpedia incumbent match; using population-matched successor,TX-10,NA,NA,NA,NA,MICHAEL T. MCCAUL,R,Michael McCaul,Trump,Trump,Same party won president and House,-24.83236897039663,-22.56921266702117,2.2631563033754603,24.83236897039663,22.56921266702117,-2.2631563033754603,TRUE,FALSE,FALSE,0.557696545052263,0.557696545052263
"After redistricting, with Alabama change",FL,FL-17,FL-17,Ballotpedia active incumbent running district,FL-17,FL-17,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",W. GREGORY STEUBE,R,Greg Steube,Trump,Trump,Same party won president and House,-23.946779227117247,-21.999880927968036,1.9468982991492112,23.946779227117247,21.999880927968036,-1.9468982991492112,TRUE,FALSE,FALSE,0.853499839447961,0.853499839447961
"After redistricting, with Alabama change",TX,TX-21,TX-21,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-21,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",CHIP ROY,R,Chip Roy,Trump,Trump,Same party won president and House,-23.64105738102853,-21.80764751693193,1.833409864096602,23.64105738102853,21.80764751693193,-1.833409864096602,TRUE,FALSE,FALSE,0.6988514798816668,0.6988514798816668
"After redistricting, with Alabama change",TX,TX-1,TX-1,Ballotpedia active incumbent running district,TX-1,TX-1,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",NATHANIEL MORAN,R,Nathaniel Moran,Trump,Trump,Same party won president and House,-51.28456685982543,-49.45568415558898,1.8288827042364488,51.28456685982543,49.45568415558898,-1.8288827042364488,TRUE,FALSE,FALSE,0.8477979418164845,0.8477979418164845
"After redistricting, with Alabama change",FL,FL-16,FL-16,Ballotpedia status is did_not_make_ballot; using population-matched successor,FL-16,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",VERN BUCHANAN,R,Vern Buchanan,Trump,Trump,Same party won president and House,-15.466663526530223,-13.63874569157569,1.8279178349545333,15.466663526530223,13.63874569157569,-1.8279178349545333,TRUE,FALSE,FALSE,0.519629599295911,0.519629599295911
"After redistricting, with Alabama change",CA,CA-28,CA-28,Ballotpedia active incumbent running district,CA-28,CA-28,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JUDY CHU,D,Judy Chu,Harris,Harris,Same party won president and House,26.93537700027533,25.30020564545744,-1.635171354817892,26.93537700027533,25.30020564545744,-1.635171354817892,TRUE,FALSE,FALSE,0.9228926059288209,0.9227367651734323
"After redistricting, with Alabama change",TX,TX-13,TX-13,No Ballotpedia incumbent match; using population-matched successor,TX-13,NA,NA,NA,NA,RONNY JACKSON,R,Ronny Jackson,Trump,Trump,Same party won president and House,-47.79049008187282,-46.15822499498205,1.6322650868907687,47.79049008187282,46.15822499498205,-1.6322650868907687,TRUE,FALSE,FALSE,0.9836959426952477,0.9836959426952477
"After redistricting, with Alabama change",CA,CA-46,CA-46,Ballotpedia active incumbent running district,CA-46,CA-46,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",J. LUIS CORREA,D,Lou Correa,Harris,Harris,Same party won president and House,17.728359329920046,16.17237287390674,-1.5559864560133079,17.728359329920046,16.17237287390674,-1.5559864560133079,TRUE,FALSE,FALSE,0.9045223145993562,0.9044745625809211
"After redistricting, with Alabama change",TX,TX-31,TX-31,Ballotpedia active incumbent running district,TX-31,TX-31,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",JOHN R. CARTER,R,John Carter,Trump,Trump,Same party won president and House,-23.27022912062931,-21.80356980238594,1.4666593182433694,23.27022912062931,21.80356980238594,-1.4666593182433694,TRUE,FALSE,FALSE,0.7283956572927572,0.7283956572927572
"After redistricting, with Alabama change",TX,TX-33,TX-33,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-33,NA,did_not_make_ballot,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",MARC A. VEASEY,D,Marc Veasey,Harris,Harris,Same party won president and House,33.76887793761242,32.59815871741188,-1.1707192202005459,33.76887793761242,32.59815871741188,-1.1707192202005459,TRUE,FALSE,FALSE,0.3268712507513165,0.3268712507513165
"After redistricting, with Alabama change",CA,CA-29,CA-29,No Ballotpedia incumbent match; using population-matched successor,CA-29,NA,NA,NA,NA,LUZ MARIA RIVAS,D,Luz Rivas,Harris,Harris,Same party won president and House,34.8005889507714,33.63957745005752,-1.161011500713876,34.8005889507714,33.63957745005752,-1.161011500713876,TRUE,FALSE,FALSE,0.9299228596965349,0.9299486421187436
"After redistricting, with Alabama change",CA,CA-30,CA-30,Ballotpedia active incumbent running district,CA-30,CA-30,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",LAURA FRIEDMAN,D,Laura Friedman,Harris,Harris,Same party won president and House,41.05507971831484,39.994904846545104,-1.060174871769739,41.05507971831484,39.994904846545104,-1.060174871769739,TRUE,FALSE,FALSE,0.9708369552456942,0.9707012316956884
"After redistricting, with Alabama change",CA,CA-18,CA-18,Ballotpedia active incumbent running district,CA-18,CA-18,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",ZOE LOFGREN,D,Zoe Lofgren,Harris,Harris,Same party won president and House,29.503422410545344,28.448755095852565,-1.0546673146927787,29.503422410545344,28.448755095852565,-1.0546673146927787,TRUE,FALSE,FALSE,0.9450290344680332,0.9359284715357292
"After redistricting, with Alabama change",TX,TX-2,TX-2,No Ballotpedia incumbent match; using population-matched successor,TX-2,NA,NA,NA,NA,DAN CRENSHAW,R,Dan Crenshaw,Trump,Trump,Same party won president and House,-23.781506785381996,-22.83048534472529,0.9510214406567066,23.781506785381996,22.83048534472529,-0.9510214406567066,TRUE,FALSE,FALSE,0.7979626773335141,0.7979626773335141
"After redistricting, with Alabama change",TX,TX-23,TX-23,No Ballotpedia incumbent match; using population-matched successor,TX-23,NA,NA,NA,NA,TONY GONZALES,R,VACANT (Gonzales),Trump,Trump,Same party won president and House,-15.53282930856012,-14.78518973574592,0.7476395728141991,15.53282930856012,14.78518973574592,-0.7476395728141991,TRUE,FALSE,FALSE,0.8122836501792078,0.8122836501792078
"After redistricting, with Alabama change",CA,CA-14,CA-14,No Ballotpedia incumbent match; using population-matched successor,CA-14,NA,NA,NA,NA,ERIC SWALWELL,D,VACANT (Swalwell),Harris,Harris,Same party won president and House,35.425995089036995,34.76443090498451,-0.6615641840524873,35.425995089036995,34.76443090498451,-0.6615641840524873,TRUE,FALSE,FALSE,0.8951984156246379,0.8938260437401885
"After redistricting, with Alabama change",FL,FL-11,FL-11,Ballotpedia status is did_not_make_ballot; using population-matched successor,FL-11,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",DANIEL WEBSTER,R,Daniel Webster,Trump,Trump,Same party won president and House,-16.25744104633317,-15.63017975339104,0.62726129294213,16.25744104633317,15.63017975339104,-0.62726129294213,TRUE,FALSE,FALSE,0.8459623437217653,0.8459623437217653
"After redistricting, with Alabama change",CA,CA-16,CA-16,Ballotpedia active incumbent running district,CA-16,CA-16,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",SAM LICCARDO,D,Sam Liccardo,Harris,Harris,Same party won president and House,48.52164561928705,48.13102935252729,-0.390616266759757,48.52164561928705,48.13102935252729,-0.390616266759757,TRUE,FALSE,FALSE,0.9799913813893358,0.9800469174200691
"After redistricting, with Alabama change",FL,FL-21,FL-21,Ballotpedia active incumbent running district,FL-21,FL-21,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",BRIAN J. MAST,R,Brian Mast,Trump,Trump,Same party won president and House,-16.562639811216474,-16.175598399546775,0.3870414116696992,16.562639811216474,16.175598399546775,-0.3870414116696992,TRUE,FALSE,FALSE,0.9544916220435999,0.9544916220435999
"After redistricting, with Alabama change",NC,NC-12,NC-12,Ballotpedia active incumbent running district,NC-12,NC-12,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",ALMA S. ADAMS,D,Alma Adams,Harris,Harris,Same party won president and House,46.2020278137403,45.86164915467257,-0.34037865906773135,46.2020278137403,45.86164915467257,-0.34037865906773135,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-1,FL-1,Ballotpedia active incumbent running district,FL-1,FL-1,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",MATT GAETZ,R,Jimmy Patronis,Trump,Trump,Same party won president and House,-37.204911188705026,-36.975996895497516,0.22891429320750944,37.204911188705026,36.975996895497516,-0.22891429320750944,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-4,NC-4,Ballotpedia active incumbent running district,NC-4,NC-4,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",VALERIE P. FOUSHEE,D,Valerie Foushee,Harris,Harris,Same party won president and House,45.30372398710813,45.08281147000659,-0.2209125171015387,45.30372398710813,45.08281147000659,-0.2209125171015387,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-10,CA-10,Ballotpedia active incumbent running district,CA-10,CA-10,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",MARK DESAULNIER,D,Mark DeSaulnier,Harris,Harris,Same party won president and House,33.779693638113315,33.5884752096848,-0.19121842842851322,33.779693638113315,33.5884752096848,-0.19121842842851322,TRUE,FALSE,FALSE,0.8281233147345798,0.8293756701856628
"After redistricting, with Alabama change",MO,MO-8,MO-8,Ballotpedia active incumbent running district,MO-8,MO-8,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",JASON SMITH,R,Jason Smith,Trump,Trump,Same party won president and House,-54.08110176809154,-53.88994769727225,0.19115407081929447,54.08110176809154,53.88994769727225,-0.19115407081929447,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",AL,AL-3,AL-3,Ballotpedia active incumbent running district,AL-3,AL-3,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Alabama,_2026",MIKE ROGERS,R,Mike Rogers,Trump,Trump,Same party won president and House,-46.69306918115153,-46.517493126007395,0.1755760551441341,46.69306918115153,46.517493126007395,-0.1755760551441341,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-2,NC-2,Ballotpedia active incumbent running district,NC-2,NC-2,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",DEBORAH K. ROSS,D,Deborah Ross,Harris,Harris,Same party won president and House,33.85363145360418,33.68694229121174,-0.16668916239243714,33.85363145360418,33.68694229121174,-0.16668916239243714,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-39,CA-39,Ballotpedia active incumbent running district,CA-39,CA-39,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",MARK TAKANO,D,Mark Takano,Harris,Harris,Same party won president and House,9.694611893795718,9.546533289100978,-0.14807860469474043,9.694611893795718,9.546533289100978,-0.14807860469474043,TRUE,FALSE,FALSE,0.9850035227511563,0.9850126370779269
"After redistricting, with Alabama change",TN,TN-3,TN-3,No Ballotpedia incumbent match; using population-matched successor,TN-3,NA,NA,NA,NA,"CHARLES J. \""CHUCK\"" FLEISCHMANN",R,Chuck Fleischmann,Trump,Trump,Same party won president and House,-35.875521703993186,-35.72936942989062,0.14615227410256892,35.875521703993186,35.72936942989062,-0.14615227410256892,TRUE,FALSE,FALSE,0.9408142773981567,0.9408142773981567
"After redistricting, with Alabama change",FL,FL-27,FL-27,Ballotpedia active incumbent running district,FL-27,FL-27,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",MARIA ELVIRA SALAZAR,R,Maria Elvira Salazar,Trump,Trump,Same party won president and House,-14.660635358298773,-14.52797238958345,0.1326629687153229,14.660635358298773,14.52797238958345,-0.1326629687153229,TRUE,FALSE,FALSE,0.9842138995165238,0.9842138995165238
"After redistricting, with Alabama change",FL,FL-3,FL-3,Ballotpedia active incumbent running district,FL-3,FL-3,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",KAT CAMMACK,R,Kat Cammack,Trump,Trump,Same party won president and House,-21.116307467489403,-20.984733929204157,0.1315735382852452,21.116307467489403,20.984733929204157,-0.1315735382852452,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",AL,AL-5,AL-5,Ballotpedia active incumbent running district,AL-5,AL-5,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Alabama,_2026",DALE W. STRONG,R,Dale Strong,Trump,Trump,Same party won president and House,-29.108488553959905,-28.981617647058822,0.1268709069010825,29.108488553959905,28.981617647058822,-0.1268709069010825,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",AL,AL-4,AL-4,Ballotpedia active incumbent running district,AL-4,AL-4,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Alabama,_2026",ROBERT B. ADERHOLT,R,Robert Aderholt,Trump,Trump,Same party won president and House,-66.42623721204889,-66.30931171088831,0.11692550116057987,66.42623721204889,66.30931171088831,-0.11692550116057987,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-6,FL-6,Ballotpedia active incumbent running district,FL-6,FL-6,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",MICHAEL WALTZ,R,Randy Fine,Trump,Trump,Same party won president and House,-30.088002572591932,-29.987888976256972,0.10011359633496042,30.088002572591932,29.987888976256972,-0.10011359633496042,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-5,FL-5,Ballotpedia active incumbent running district,FL-5,FL-5,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",JOHN H. RUTHERFORD,R,John Rutherford,Trump,Trump,Same party won president and House,-21.431567174612056,-21.33695003575707,0.09461713885498568,21.431567174612056,21.33695003575707,-0.09461713885498568,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-24,CA-24,Ballotpedia active incumbent running district,CA-24,CA-24,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",SALUD O. CARBAJAL,D,Salud Carbajal,Harris,Harris,Same party won president and House,25.043582448907735,24.956668990935352,-0.0869134579723827,25.043582448907735,24.956668990935352,-0.0869134579723827,TRUE,FALSE,FALSE,0.9945928557698217,0.9945863529017933
"After redistricting, with Alabama change",NC,NC-5,NC-5,Ballotpedia active incumbent running district,NC-5,NC-5,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",VIRGINIA FOXX,R,Virginia Foxx,Trump,Trump,Same party won president and House,-17.775605394823785,-17.690585595736135,0.08501979908765023,17.775605394823785,17.690585595736135,-0.08501979908765023,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-10,NC-10,Ballotpedia active incumbent running district,NC-10,NC-10,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",PAT HARRIGAN,R,Pat Harrigan,Trump,Trump,Same party won president and House,-17.726458176773225,-17.650887588176378,0.07557058859684673,17.726458176773225,17.650887588176378,-0.07557058859684673,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-6,NC-6,Ballotpedia active incumbent running district,NC-6,NC-6,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",ADDISON MCDOWELL,R,Addison McDowell,Trump,Trump,Same party won president and House,-17.162064530674353,-17.09076797781925,0.07129655285510239,17.162064530674353,17.09076797781925,-0.07129655285510239,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-14,NC-14,No Ballotpedia incumbent match; using population-matched successor,NC-14,NA,NA,NA,NA,TIM MOORE,R,Tim Moore,Trump,Trump,Same party won president and House,-15.075433626754508,-15.011746644077906,0.063686982676602,15.075433626754508,15.011746644077906,-0.063686982676602,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-7,FL-7,Ballotpedia active incumbent running district,FL-7,FL-7,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",CORY MILLS,R,Cory Mills,Trump,Trump,Same party won president and House,-12.475955512132948,-12.42344564028025,0.052509871852699064,12.475955512132948,12.42344564028025,-0.052509871852699064,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-4,FL-4,Ballotpedia active incumbent running district,FL-4,FL-4,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",AARON BEAN,R,Aaron Bean,Trump,Trump,Same party won president and House,-11.843417302055743,-11.796953958274294,0.046463343781448785,11.843417302055743,11.796953958274294,-0.046463343781448785,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-11,NC-11,Ballotpedia active incumbent running district,NC-11,NC-11,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",CHUCK EDWARDS,R,Chuck Edwards,Trump,Trump,Same party won president and House,-9.502836837483564,-9.465208040123562,0.0376287973600018,9.502836837483564,9.465208040123562,-0.0376287973600018,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-8,NC-8,Ballotpedia active incumbent running district,NC-8,NC-8,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",MARK HARRIS,R,Mark Harris,Trump,Trump,Same party won president and House,-19.37873222835735,-19.346461382252727,0.032270846104623274,19.37873222835735,19.346461382252727,-0.032270846104623274,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",TX,TX-19,TX-19,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-19,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",JODEY C. ARRINGTON,R,Jodey Arrington,Trump,Trump,Same party won president and House,-51.688917398808485,-51.6572570076576,0.03166039115088637,51.688917398808485,51.6572570076576,-0.03166039115088637,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-9,NC-9,Ballotpedia active incumbent running district,NC-9,NC-9,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",RICHARD HUDSON,R,Richard Hudson,Trump,Trump,Same party won president and House,-15.843217775496363,-15.82091424360492,0.02230353189144374,15.843217775496363,15.82091424360492,-0.02230353189144374,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",FL,FL-28,FL-28,Ballotpedia active incumbent running district,FL-28,FL-28,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",CARLOS A. GIMENEZ,R,Carlos Gimenez,Trump,Trump,Same party won president and House,-25.397981510613338,-25.390860561627193,0.007120948986145237,25.397981510613338,25.390860561627193,-0.007120948986145237,TRUE,FALSE,FALSE,0.9842138995165238,0.9842138995165238
"After redistricting, with Alabama change",OH,OH-3,OH-3,Ballotpedia active incumbent running district,OH-3,OH-3,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",JOYCE BEATTY,D,Joyce Beatty,Harris,Harris,Same party won president and House,40.24087236667988,40.23736835349076,-0.0035040131891221904,40.24087236667988,40.23736835349076,-0.0035040131891221904,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-36,CA-36,Ballotpedia active incumbent running district,CA-36,CA-36,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",TED LIEU,D,Ted Lieu,Harris,Harris,Same party won president and House,39.10741144131528,39.104321238981655,-0.0030902023336238926,39.10741144131528,39.104321238981655,-0.0030902023336238926,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-12,CA-12,Ballotpedia active incumbent running district,CA-12,CA-12,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",LATEEFAH SIMON,D,Lateefah Simon,Harris,Harris,Same party won president and House,73.89740754932691,73.89625972133227,-0.0011478279946430803,73.89740754932691,73.89625972133227,-0.0011478279946430803,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",TN,TN-1,TN-1,Ballotpedia active incumbent running district,TN-1,TN-1,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026",DIANA HARSHBARGER,R,Diana Harshbarger,Trump,Trump,Same party won president and House,-57.842343661195606,-57.8412346628849,0.0011089983107055446,57.842343661195606,57.8412346628849,-0.0011089983107055446,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-34,CA-34,Ballotpedia active incumbent running district,CA-34,CA-34,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JIMMY GOMEZ,D,Jimmy Gomez,Harris,Harris,Same party won president and House,50.64254051710877,50.6418922068599,-6.48310248870132e-4,50.64254051710877,50.6418922068599,-6.48310248870132e-4,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-37,CA-37,Ballotpedia active incumbent running district,CA-37,CA-37,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",SYDNEY KAMLAGER-DOVE,D,Sydney Kamlager-Dove,Harris,Harris,Same party won president and House,60.394089927017234,60.39392147939589,-1.6844762134127222e-4,60.394089927017234,60.39392147939589,-1.6844762134127222e-4,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-11,CA-11,Ballotpedia status is did_not_make_ballot; using population-matched successor,CA-11,NA,did_not_make_ballot,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",NANCY PELOSI,D,Nancy Pelosi,Harris,Harris,Same party won president and House,67.72015216705152,67.7200627940008,-8.937305072720392e-5,67.72015216705152,67.7200627940008,-8.937305072720392e-5,TRUE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",TN,TN-2,TN-2,Ballotpedia active incumbent running district,TN-2,TN-2,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Tennessee,_2026",TIM BURCHETT,R,Tim Burchett,Trump,Trump,Same party won president and House,-33.85591903284383,-33.85681217742661,-8.931445827826678e-4,33.85591903284383,33.85681217742661,8.931445827826678e-4,FALSE,FALSE,FALSE,0.9998111661984891,0.9998111661984891
"After redistricting, with Alabama change",CA,CA-19,CA-19,Ballotpedia active incumbent running district,CA-19,CA-19,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",JIMMY PANETTA,D,Jimmy Panetta,Harris,Harris,Same party won president and House,34.392969167067264,34.39424451257419,0.0012753455069258735,34.392969167067264,34.39424451257419,0.0012753455069258735,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-15,CA-15,Ballotpedia active incumbent running district,CA-15,CA-15,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",KEVIN MULLIN,D,Kevin Mullin,Harris,Harris,Same party won president and House,47.89194672600543,47.89400306326827,0.0020563372628430443,47.89194672600543,47.89400306326827,0.0020563372628430443,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-13,NC-13,Ballotpedia active incumbent running district,NC-13,NC-13,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",BRAD KNOTT,R,Brad Knott,Trump,Trump,Same party won president and House,-16.465803909940053,-16.470607583457266,-0.004803673517212559,16.465803909940053,16.470607583457266,0.004803673517212559,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",OH,OH-11,OH-11,Ballotpedia active incumbent running district,OH-11,OH-11,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Ohio,_2026",SHONTEL M. BROWN,D,Shontel Brown,Harris,Harris,Same party won president and House,55.0655694749451,55.07096258903473,0.00539311408962817,55.0655694749451,55.07096258903473,0.00539311408962817,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",CA,CA-43,CA-43,Ballotpedia active incumbent running district,CA-43,CA-43,active,Primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_California,_2026",MAXINE WATERS,D,Maxine Waters,Harris,Harris,Same party won president and House,48.96419317159621,48.97063892457619,0.006445752979985286,48.96419317159621,48.97063892457619,0.006445752979985286,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",TX,TX-15,TX-15,Ballotpedia active incumbent running district,TX-15,TX-15,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",MONICA DE LA CRUZ,R,Monica De La Cruz,Trump,Trump,Same party won president and House,-17.853350277666557,-17.867408600404612,-0.014058322738055296,17.853350277666557,17.867408600404612,0.014058322738055296,FALSE,FALSE,FALSE,0.4063497816781771,0.4063497816781771
"After redistricting, with Alabama change",MO,MO-7,MO-7,Ballotpedia active incumbent running district,MO-7,MO-7,active,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",ERIC BURLISON,R,Eric Burlison,Trump,Trump,Same party won president and House,-42.6165879024567,-42.646152702085395,-0.029564799628694516,42.6165879024567,42.646152702085395,0.029564799628694516,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",NC,NC-7,NC-7,Ballotpedia active incumbent running district,NC-7,NC-7,active,General election,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",DAVID ROUZER,R,David Rouzer,Trump,Trump,Same party won president and House,-13.823232813173275,-13.85372809689487,-0.030495283721593935,13.823232813173275,13.85372809689487,0.030495283721593935,FALSE,FALSE,FALSE,1,1
"After redistricting, with Alabama change",TX,TX-30,TX-30,Ballotpedia status is did_not_make_ballot; using population-matched successor,TX-30,NA,did_not_make_ballot,Democratic primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Texas,_2026",JASMINE CROCKETT,D,Jasmine Crockett,Harris,Harris,Same party won president and House,46.97024445421982,47.031774459940735,0.06153000572091827,46.97024445421982,47.031774459940735,0.06153000572091827,FALSE,FALSE,FALSE,0.6866896049085578,0.6866896049085578
"After redistricting, with Alabama change",FL,FL-2,FL-2,Ballotpedia status is did_not_make_ballot; using population-matched successor,FL-2,NA,did_not_make_ballot,Republican primary,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",NEAL P. DUNN,R,Neal Dunn,Trump,Trump,Same party won president and House,-17.99930265503125,-18.07210251395431,-0.07279985892305874,17.99930265503125,18.07210251395431,0.07279985892305874,FALSE,FALSE,FALSE,1,1
