map,state,district_id,harris_margin_pts,dem,rep,total
Before redistricting,TX,TX-33,33.76887793761242,NA,NA,NA
Before redistricting,TX,TX-34,-4.430732250688862,NA,NA,NA
Before redistricting,TX,TX-35,33.64457605517655,NA,NA,NA
Before redistricting,TX,TX-36,-36.780110759807,NA,NA,NA
Before redistricting,TX,TX-37,49.33550335017653,NA,NA,NA
Before redistricting,TX,TX-38,-20.695201603869503,NA,NA,NA
Before redistricting,UT,UT-1,-20.041896285426418,NA,NA,NA
Before redistricting,UT,UT-2,-20.32124249709787,NA,NA,NA
Before redistricting,UT,UT-3,-19.31368106825875,NA,NA,NA
Before redistricting,UT,UT-4,-26.677710229770447,NA,NA,NA
Before redistricting,VA,VA-1,-4.941732550236444,NA,NA,NA
Before redistricting,VA,VA-2,-0.249178897359142,NA,NA,NA
Before redistricting,VA,VA-3,34.67075325650127,NA,NA,NA
Before redistricting,VA,VA-4,32.70228432767133,NA,NA,NA
Before redistricting,VA,VA-5,-12.283566427240322,NA,NA,NA
Before redistricting,VA,VA-6,-23.883145652575223,NA,NA,NA
Before redistricting,VA,VA-7,2.861063874220587,NA,NA,NA
Before redistricting,VA,VA-8,49.747226476797614,NA,NA,NA
Before redistricting,VA,VA-9,-44.05867646408731,NA,NA,NA
Before redistricting,VA,VA-10,8.358256808295812,NA,NA,NA
Before redistricting,VA,VA-11,34.287616511318234,NA,NA,NA
Before redistricting,VT,VT-AL,31.768420995171798,NA,NA,NA
Before redistricting,WA,WA-1,28.692118259746202,NA,NA,NA
Before redistricting,WA,WA-2,23.667561667448016,NA,NA,NA
Before redistricting,WA,WA-3,-3.3012167619571597,NA,NA,NA
Before redistricting,WA,WA-4,-20.67467194052734,NA,NA,NA
Before redistricting,WA,WA-5,-10.786946271249535,NA,NA,NA
Before redistricting,WA,WA-6,19.26950137092441,NA,NA,NA
Before redistricting,WA,WA-7,74.99218362054695,NA,NA,NA
Before redistricting,WA,WA-8,5.777374612828473,NA,NA,NA
Before redistricting,WA,WA-9,41.20613580874553,NA,NA,NA
Before redistricting,WA,WA-10,18.00431348383844,NA,NA,NA
