state,district,district_number,candidate,party,ballotpedia_status,election_phase,incumbent,candidate_connection,candidate_url,source_url,raw_candidate_text,source_table_index,source_table_columns,section_note
Missouri,District 6,6,Andy Maidment,Libertarian Party,active,Minor primary,False,False,https://ballotpedia.org/Andy_Maidment,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Andy Maidment,,,
Missouri,District 7,7,Missi Hesketh,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Missi_Hesketh,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Missi Hesketh,,,
Missouri,District 7,7,Eric Burlison,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Eric_Burlison,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Eric Burlison (Incumbent),,,
Missouri,District 7,7,John Casey,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/John_Casey_(Missouri),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",John Casey,,,
Missouri,District 7,7,Grayson Hunt,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Grayson_Hunt,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Grayson Hunt,,,
Missouri,District 7,7,Kevin Craig,Libertarian Party,active,Minor primary,False,False,https://ballotpedia.org/Kevin_Craig_(Missouri),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Kevin Craig,,,
Missouri,District 8,8,Frank Barnitz,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Frank_Barnitz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Frank Barnitz,,,
Missouri,District 8,8,Christopher Reichard,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Christopher_Reichard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Christopher Reichard,,,
Missouri,District 8,8,Gerald Cass,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Gerald_Cass,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Gerald Cass,,,
Missouri,District 8,8,Clayton Harbison,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Clayton_Harbison,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Clayton Harbison,,,
Missouri,District 8,8,Jason Smith,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Jason_Smith_(Missouri_congressional_representative),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Jason Smith (Incumbent),,,
Missouri,District 8,8,Gordon Heslop,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Gordon_Heslop,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Gordon Heslop,,,
Missouri,District 8,8,Johnathon Tune,Republican Party,did_not_make_ballot,Republican primary,False,True,https://ballotpedia.org/Johnathon_Tune,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Johnathon Tune,,,
Missouri,District 8,8,Rebecca Sharpe Lombard,Libertarian Party,active,Minor primary,False,False,https://ballotpedia.org/Rebecca_Sharpe_Lombard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Missouri,_2026",Rebecca Sharpe Lombard,,,
North Carolina,District 1,1,Donald Davis,Democratic Party,active,General election,True,False,https://ballotpedia.org/Donald_Davis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Donald Davis (Incumbent) (Democratic Party),,,
North Carolina,District 1,1,Laurie Buckhout,Republican Party,active,General election,False,False,https://ballotpedia.org/Laurie_Buckhout,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Laurie Buckhout (Republican Party),,,
North Carolina,District 1,1,Tom Bailey,Libertarian Party,active,General election,False,True,https://ballotpedia.org/Tom_Bailey_(North_Carolina),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Tom Bailey (Libertarian Party),,,
North Carolina,District 1,1,Donald Davis,,active,Primary,True,False,https://ballotpedia.org/Donald_Davis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Donald Davis (Incumbent),,,
North Carolina,District 1,1,Asa Buck,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Asa_Buck,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Asa Buck,,,
North Carolina,District 1,1,Laurie Buckhout,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Laurie_Buckhout,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Laurie Buckhout,,,
North Carolina,District 1,1,Robert Hanig,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Robert_Hanig,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Robert Hanig,,,
North Carolina,District 1,1,Eric Rouse,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Eric_Rouse,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Eric Rouse,,,
North Carolina,District 1,1,Ashley-Nicole Russell,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Ashley-Nicole_Russell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Ashley-Nicole Russell,,,
North Carolina,District 1,1,Sandy Roberson,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Sandy_Roberson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Sandy Roberson,,,
North Carolina,District 1,1,Tom Bailey,,active,Primary,False,True,https://ballotpedia.org/Tom_Bailey_(North_Carolina),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Tom Bailey,,,
North Carolina,District 2,2,Deborah Ross,Democratic Party,active,General election,True,False,https://ballotpedia.org/Deborah_Ross,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Deborah Ross (Incumbent) (Democratic Party),,,
North Carolina,District 2,2,Eugene Douglass,Republican Party,active,General election,False,True,https://ballotpedia.org/Eugene_Douglass,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Eugene Douglass (Republican Party),,,
North Carolina,District 2,2,Matthew Laszacs,Libertarian Party,active,General election,False,True,https://ballotpedia.org/Matthew_Laszacs,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Matthew Laszacs (Libertarian Party),,,
North Carolina,District 2,2,Deborah Ross,,active,Primary,True,False,https://ballotpedia.org/Deborah_Ross,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Deborah Ross (Incumbent),,,
North Carolina,District 2,2,Robert Bennett,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Robert_Bennett_(North_Carolina),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Robert Bennett,,,
North Carolina,District 2,2,Eugene Douglass,,active,Primary,False,True,https://ballotpedia.org/Eugene_Douglass,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Eugene Douglass,,,
North Carolina,District 2,2,Matthew Laszacs,,active,Primary,False,True,https://ballotpedia.org/Matthew_Laszacs,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Matthew Laszacs,,,
North Carolina,District 3,3,Gregory Murphy,Republican Party,active,General election,True,False,https://ballotpedia.org/Gregory_Murphy,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Gregory Murphy (Incumbent) (Republican Party),,,
North Carolina,District 3,3,Raymond Smith Jr.,Democratic Party,active,General election,False,False,https://ballotpedia.org/Raymond_Smith_Jr.,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Raymond Smith Jr. (Democratic Party),,,
North Carolina,District 3,3,Daniel Cavender,Libertarian Party,active,General election,False,False,https://ballotpedia.org/Daniel_Cavender,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Daniel Cavender (Libertarian Party),,,
North Carolina,District 3,3,Allison Jaslow,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Allison_Jaslow,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Allison Jaslow,,,
North Carolina,District 3,3,Raymond Smith Jr.,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Raymond_Smith_Jr.,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Raymond Smith Jr.,,,
North Carolina,District 3,3,George Papastrat,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/George_Papastrat,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",George Papastrat,,,
North Carolina,District 3,3,Christopher Schulte,Democratic Party,did_not_make_ballot,Democratic primary,False,False,https://ballotpedia.org/Christopher_Schulte,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Christopher Schulte,,,
North Carolina,District 3,3,Gregory Murphy,,active,Primary,True,False,https://ballotpedia.org/Gregory_Murphy,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Gregory Murphy (Incumbent),,,
North Carolina,District 3,3,Daniel Cavender,,active,Primary,False,False,https://ballotpedia.org/Daniel_Cavender,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Daniel Cavender,,,
North Carolina,District 3,3,Austin Ayers,,did_not_make_ballot,Primary,False,False,https://ballotpedia.org/Austin_Ayers,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Austin Ayers,,,
North Carolina,District 4,4,Valerie Foushee,Democratic Party,active,General election,True,False,https://ballotpedia.org/Valerie_Foushee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Valerie Foushee (Incumbent) (Democratic Party),,,
North Carolina,District 4,4,Mahesh Ganorkar,Republican Party,active,General election,False,False,https://ballotpedia.org/Mahesh_Ganorkar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Mahesh Ganorkar (Republican Party),,,
North Carolina,District 4,4,Guy Meilleur,Libertarian Party,active,General election,False,False,https://ballotpedia.org/Guy_Meilleur,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Guy Meilleur (Libertarian Party),,,
North Carolina,District 4,4,Valerie Foushee,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Valerie_Foushee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Valerie Foushee (Incumbent),,,
North Carolina,District 4,4,Nida Allam,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Nida_Allam,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Nida Allam,,,
North Carolina,District 4,4,Mary Patterson,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Mary_Patterson_(North_Carolina),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Mary Patterson,,,
North Carolina,District 4,4,Mahesh Ganorkar,,active,Primary,False,False,https://ballotpedia.org/Mahesh_Ganorkar,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Mahesh Ganorkar,,,
North Carolina,District 4,4,Guy Meilleur,,active,Primary,False,False,https://ballotpedia.org/Guy_Meilleur,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Guy Meilleur,,,
North Carolina,District 5,5,Virginia Foxx,Republican Party,active,General election,True,False,https://ballotpedia.org/Virginia_Foxx,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Virginia Foxx (Incumbent) (Republican Party),,,
North Carolina,District 5,5,Chuck Hubbard,Democratic Party,active,General election,False,False,https://ballotpedia.org/Chuck_Hubbard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Chuck Hubbard (Democratic Party),,,
North Carolina,District 5,5,Robert Luffman,Libertarian Party,active,General election,False,True,https://ballotpedia.org/Robert_Luffman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Robert Luffman (Libertarian Party),,,
North Carolina,District 5,5,David Clayton,Independent,active,General election,False,True,https://ballotpedia.org/David_Clayton_(North_Carolina),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",David Clayton (Independent),,,
North Carolina,District 5,5,Kyah Creekmore,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Kyah_Creekmore,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Kyah Creekmore,,,
North Carolina,District 5,5,Chuck Hubbard,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Chuck_Hubbard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Chuck Hubbard,,,
North Carolina,District 5,5,Virginia Foxx,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Virginia_Foxx,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Virginia Foxx (Incumbent),,,
North Carolina,District 5,5,Steve Girard,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Steve_Girard,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Steve Girard,,,
North Carolina,District 5,5,Joseph Osborne,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Joseph_Osborne,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Joseph Osborne,,,
North Carolina,District 5,5,Roman Williams II,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Roman_Williams_II,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_North_Carolina,_2026",Roman Williams II,,,
